taxid,phylum,family,genus_species,gram_status,occupancy
2490635,Pseudomonadota,Pseudoalteromonadaceae,Pseudoalteromonas sp. Xi13,Gram negative,33.0
2493674,Pseudomonadota,Phyllobacteriaceae,Mesorhizobium sp. M2A.F.Ca.ET.046.03.2.1,Gram negative,33.0
2493675,Pseudomonadota,Phyllobacteriaceae,Mesorhizobium sp. M4B.F.Ca.ET.058.02.1.1,Gram negative,33.0
2493679,Pseudomonadota,Phyllobacteriaceae,Mesorhizobium sp. M8A.F.Ca.ET.057.01.1.1,Gram negative,33.0
2493669,Pseudomonadota,Phyllobacteriaceae,Mesorhizobium sp. M1D.F.Ca.ET.043.01.1.1,Gram negative,33.0
69665,Pseudomonadota,Caulobacteraceae,Caulobacter sp. FWC26,Gram negative,33.0
2488665,Pseudomonadota,Marinobacteraceae,Marinobacter sp. NP-4(2019),Gram negative,33.0
2579250,Campylobacterota,Nautiliaceae,Nautilia sp. PV-1,Gram negative,33.0
2079806,Pseudomonadota,Pseudomonadaceae,Pseudomonadaceae bacterium SI-3,Gram negative,33.0
1628392,Pseudomonadota,Hahellaceae,Hahella sp. KA22,Gram negative,33.0
946334,Actinomycetota,Micromonosporaceae,Actinoplanes sp. OR16,Gram positive,17.0
399586,Pseudomonadota,Enterobacteriaceae,Salmonella enterica,Gram negative,33.0
29472,Pseudomonadota,Enterobacteriaceae,Salmonella enterica,Gram negative,33.0
596,Pseudomonadota,Enterobacteriaceae,Salmonella enterica,Gram negative,33.0
149391,Pseudomonadota,Enterobacteriaceae,Salmonella enterica,Gram negative,33.0
98360,Pseudomonadota,Enterobacteriaceae,Salmonella enterica,Gram negative,33.0
46626,Pseudomonadota,Enterobacteriaceae,Salmonella enterica,Gram negative,33.0
28142,Pseudomonadota,Enterobacteriaceae,Salmonella enterica,Gram negative,33.0
149385,Pseudomonadota,Enterobacteriaceae,Salmonella enterica,Gram negative,33.0
179997,Pseudomonadota,Enterobacteriaceae,Salmonella enterica,Gram negative,33.0
570935,Pseudomonadota,Enterobacteriaceae,Salmonella enterica,Gram negative,33.0
48409,Pseudomonadota,Enterobacteriaceae,Salmonella enterica,Gram negative,33.0
600,Pseudomonadota,Enterobacteriaceae,Salmonella enterica,Gram negative,33.0
224727,Pseudomonadota,Enterobacteriaceae,Salmonella enterica,Gram negative,33.0
1151173,Pseudomonadota,Enterobacteriaceae,Salmonella enterica,Gram negative,33.0
486993,Pseudomonadota,Enterobacteriaceae,Salmonella enterica,Gram negative,33.0
117541,Pseudomonadota,Enterobacteriaceae,Salmonella enterica,Gram negative,33.0
192956,Pseudomonadota,Enterobacteriaceae,Salmonella enterica,Gram negative,33.0
57743,Pseudomonadota,Enterobacteriaceae,Salmonella enterica,Gram negative,33.0
598,Pseudomonadota,Enterobacteriaceae,Salmonella enterica,Gram negative,33.0
363569,Pseudomonadota,Enterobacteriaceae,Salmonella enterica,Gram negative,33.0
57045,Pseudomonadota,Enterobacteriaceae,Salmonella enterica,Gram negative,33.0
28147,Pseudomonadota,Enterobacteriaceae,Salmonella enterica,Gram negative,33.0
399581,Pseudomonadota,Enterobacteriaceae,Salmonella enterica,Gram negative,33.0
594,Pseudomonadota,Enterobacteriaceae,Salmonella enterica,Gram negative,33.0
134047,Pseudomonadota,Enterobacteriaceae,Salmonella enterica,Gram negative,33.0
192955,Pseudomonadota,Enterobacteriaceae,Salmonella enterica,Gram negative,33.0
28144,Pseudomonadota,Enterobacteriaceae,Salmonella enterica,Gram negative,33.0
486998,Pseudomonadota,Enterobacteriaceae,Salmonella enterica,Gram negative,33.0
1016998,Pseudomonadota,Enterobacteriaceae,Salmonella enterica,Gram negative,33.0
990282,Pseudomonadota,Enterobacteriaceae,Salmonella enterica,Gram negative,33.0
29473,Pseudomonadota,Enterobacteriaceae,Salmonella enterica,Gram negative,33.0
1117987,Bacillota,Paenibacillaceae,Paenibacillus sp. 598K,Gram positive,13.0
2448774,Pseudomonadota,Burkholderiaceae,Ralstonia sp. SET104,Gram negative,33.0
376149,Actinomycetota,Streptomycetaceae,Streptomyces sp. NL15-2K,Gram positive,23.0
940265,Pseudomonadota,Acetobacteraceae,Acetobacter pasteurianus,Gram negative,28.0
1226663,Pseudomonadota,Acetobacteraceae,Acetobacter pasteurianus,Gram negative,28.0
1226660,Pseudomonadota,Acetobacteraceae,Acetobacter pasteurianus,Gram negative,28.0
2173829,Bacteroidota,Schleiferiaceae,Thermaurantimonas aggregans,Gram negative,28.0
2494375,Bacteroidota,Flavobacteriaceae,Aequorivita sp. H23M31,Gram negative,28.0
2501295,Pseudomonadota,Rhodanobacteraceae,Dyella sp. M7H15-1,Gram negative,33.0
2497863,Pseudomonadota,Oxalobacteraceae,Janthinobacterium sp. 17J80-10,Gram negative,33.0
1471400,Actinomycetota,Corynebacteriaceae,Corynebacterium pelargi,Gram positive,17.0
13689,Pseudomonadota,Sphingomonadaceae,Sphingomonas paucimobilis,Gram negative,33.0
2520507,Pseudomonadota,Shewanellaceae,Shewanella maritima,Gram negative,33.0
491921,Bacillota,Selenomonadaceae,Megamonas rupellensis,Gram positive,14.0
2292232,Bacillota,Eubacteriaceae,Eubacterium sp. AF22-8LB,Gram positive,17.0
2292287,Bacillota,Lachnospiraceae,Blautia sp. OF03-15BH,Gram positive,16.0
2292362,Bacteroidota,Tannerellaceae,Parabacteroides sp. AM58-2XD,Gram negative,27.0
2292364,Bacteroidota,Prevotellaceae,Prevotella sp. AM34-19LB,Gram negative,28.0
2292075,Pseudomonadota,Sutterellaceae,Sutterella sp. AM11-39,Gram negative,33.0
2292001,Bacteroidota,Bacteroidaceae,Bacteroides sp. AM10-21B,Gram negative,28.0
2291997,Bacillota,Acidaminococcaceae,Acidaminococcus sp. AM05-11,Gram positive,15.0
2291999,Bacteroidota,Bacteroidaceae,Bacteroides sp. AF39-11AC,Gram negative,28.0
2292296,Bacillota,Butyricicoccaceae,Butyricicoccus sp. AM32-19,Gram positive,21.0
2293100,Bacillota,Lachnospiraceae,Dorea sp. OM07-5,Gram positive,15.0
108486,Actinomycetota,Corynebacteriaceae,Corynebacterium falsenii,Gram positive,17.0
2029981,Bacteroidota,Hymenobacteraceae,Hymenobacter rubripertinctus,Gram negative,28.0
1537215,Pseudomonadota,Paracoccaceae,Pseudooceanicola algae,Gram negative,29.0
1675788,Pseudomonadota,Paracoccaceae,Paracoccus onubensis,Gram negative,29.0
2320860,Pseudomonadota,Azospirillaceae,Azospirillum cavernae,Gram negative,33.0
2320859,Pseudomonadota,Acetobacteraceae,Oleomonas cavernae,Gram negative,33.0
192954,Pseudomonadota,Enterobacteriaceae,Salmonella enterica,Gram negative,33.0
2315552,Bacillota,Fam_Bacillales Family XII. Incertae Sedis,Exiguobacterium sp. RIT452,Gram positive,13.0
2340915,Actinomycetota,Pseudonocardiaceae,Pseudonocardiaceae bacterium YIM PH 21723,Gram positive,17.0
340190,Pseudomonadota,Enterobacteriaceae,Salmonella enterica,Gram negative,33.0
2306996,Pseudomonadota,Erythrobacteraceae,Tsuneonella suprasediminis,Gram negative,33.0
1938859,Actinomycetota,Streptomycetaceae,Streptomyces sp. TLI_171,Gram positive,22.0
1938802,Pseudomonadota,Burkholderiaceae,Paraburkholderia sp. BL23I1N1,Gram negative,33.0
322509,Actinomycetota,Dietziaceae,Dietzia kunjamensis,Gram positive,17.0
1617282,Bacteroidota,Weeksellaceae,Epilithonimonas arachidiradicis,Gram negative,9.0
1230530,Bacteroidota,Flavobacteriaceae,Ichthyenterobacterium magnum,Gram negative,28.0
285258,Bacteroidota,Flavobacteriaceae,Tenacibaculum lutimaris,Gram negative,27.0
459529,Bacteroidota,Sphingobacteriaceae,Sphingobacterium siyangense,Gram negative,27.0
1339248,Bacillota,Bacillaceae,Caldibacillus debilis,Gram positive,19.0
1979368,Campylobacterota,Campylobacteraceae,Campylobacter sp. P255,Gram negative,32.0
1032623,Pseudomonadota,Pasteurellaceae,Otariodibacter oris,Gram negative,33.0
1486034,Bacteroidota,Flavobacteriaceae,Lacinutrix venerupis,Gram negative,28.0
2045206,Chlorobiota,Chlorobiaceae,Prosthecochloris sp. ZM_2,Gram negative,28.0
373040,Pseudomonadota,Oxalobacteraceae,Massilia aurea,Gram negative,33.0
321661,Pseudomonadota,Pseudomonadaceae,Pseudomonas vranovensis,Gram negative,33.0
930166,Pseudomonadota,Pseudomonadaceae,Pseudomonas brassicacearum,Gram negative,33.0
2023230,Pseudomonadota,Alcaligenaceae,Pusillimonas sp. NJUB218,Gram negative,33.0
1908,Actinomycetota,Streptomycetaceae,Streptomyces globisporus,Gram positive,23.0
1986597,Cyanobacteriota,Synechococcaceae,Synechococcus sp. TMED20,Gram negative,15.0
1986608,Bacteroidota,Flavobacteriaceae,Muricauda sp. TMED12,Gram negative,28.0
1986710,Bacteroidota,Flavobacteriaceae,Flavobacteriaceae bacterium TMED206,Gram negative,28.0
2341113,Pseudomonadota,Thioalkalibacteraceae,Guyparkeria sp. SCN-R1,Gram negative,33.0
2479853,Pseudomonadota,Pseudomonadaceae,Pseudomonas sp. o96-267,Gram negative,33.0
2203201,Actinomycetota,Streptomycetaceae,Streptomyces sp. WAC 00631,Gram positive,23.0
1288362,Actinomycetota,Micromonosporaceae,Actinoplanes sp. ATCC 53533,Gram positive,17.0
2203202,Actinomycetota,Streptomycetaceae,Streptomyces sp. WAC 01325,Gram positive,23.0
2203203,Actinomycetota,Streptomycetaceae,Streptomyces sp. WAC 01420,Gram positive,23.0
2203200,Actinomycetota,Streptosporangiaceae,Nonomuraea sp. WAC 01424,Gram positive,22.0
2203206,Actinomycetota,Streptomycetaceae,Streptomyces sp. WAC 04229,Gram positive,23.0
2203193,Actinomycetota,Thermomonosporaceae,Actinomadura sp. WAC 06369,Gram positive,22.0
2203207,Actinomycetota,Streptomycetaceae,Streptomyces sp. WAC 05379,Gram positive,23.0
2203211,Actinomycetota,Streptomycetaceae,Streptomyces sp. WAC 06783,Gram positive,23.0
2203209,Actinomycetota,Streptomycetaceae,Streptomyces sp. WAC 06725,Gram positive,23.0
2487413,Actinomycetota,Streptomycetaceae,Streptomyces sp. WAC08401,Gram positive,23.0
2487410,Actinomycetota,Streptomycetaceae,Streptomyces sp. WAC07061,Gram positive,23.0
2487425,Actinomycetota,Streptomycetaceae,Streptomyces sp. WAC07149,Gram positive,23.0
2495593,Pseudomonadota,Comamonadaceae,Variovorax sp. MHTC-1,Gram negative,34.0
1920129,Pseudomonadota,Sphingomonadaceae,Sphingomonas sp. S-NIH.Pt15_0812,Gram negative,33.0
1920123,Pseudomonadota,Sphingomonadaceae,Sphingomonas sp. S-NIH.Pt1_0416,Gram negative,33.0
1985880,Pseudomonadota,Sphingomonadaceae,Sphingomonas sp. ABOLG,Gram negative,33.0
1985881,Pseudomonadota,Sphingomonadaceae,Sphingomonas sp. ABOLH,Gram negative,33.0
1985878,Pseudomonadota,Sphingomonadaceae,Sphingomonas sp. ABOLE,Gram negative,33.0
2496119,Pseudomonadota,Comamonadaceae,Variovorax sp. 679,Gram negative,34.0
1859290,Actinomycetota,Corynebacteriaceae,Corynebacterium hylobatis,Gram positive,17.0
1904862,Pseudomonadota,Oceanospirillaceae,Marinomonas sp.,Gram negative,33.0
2231114,Campylobacterota,Nautiliaceae,Nautilia sp.,Gram negative,33.0
2053622,Campylobacterota,Sulfurospirillaceae,Sulfurospirillum sp.,Gram negative,33.0
1032,Pseudomonadota,Thiotrichaceae,Thiothrix sp.,Gram negative,33.0
1851146,Pseudomonadota,Phyllobacteriaceae,Pseudaminobacter arsenicus,Gram negative,33.0
859059,Pseudomonadota,Idiomarinaceae,Aliidiomarina haloalkalitolerans,Gram negative,30.0
1928574,Pseudomonadota,Idiomarinaceae,Aliidiomarina soli,Gram negative,33.0
1249555,Pseudomonadota,Idiomarinaceae,Aliidiomarina sanyensis,Gram negative,30.0
1048642,Pseudomonadota,Idiomarinaceae,Aliidiomarina shirensis,Gram negative,30.0
1096243,Pseudomonadota,Idiomarinaceae,Idiomarina piscisalsi,Gram negative,30.0
1141731,Actinomycetota,Streptomycetaceae,Streptomyces sp. NP10,Gram positive,23.0
2109917,Pseudomonadota,Alteromonadaceae,Alteromonas sp. KS69,Gram negative,33.0
2498111,Pseudomonadota,Legionellaceae,Legionella sp. km772,Gram negative,33.0
2498858,Pseudomonadota,Halomonadaceae,Vreelandella populi,Gram negative,33.0
2487931,Pseudomonadota,Paracoccaceae,Pseudorhodobacter sp. E13,Gram negative,29.0
2067395,Pseudomonadota,Acetobacteraceae,Asaia sp. W19,Gram negative,33.0
2496789,Pseudomonadota,Phyllobacteriaceae,Mesorhizobium sp. M6A.T.Ca.TU.002.02.2.1,Gram negative,33.0
2496772,Pseudomonadota,Phyllobacteriaceae,Mesorhizobium sp. M5C.F.Ca.IN.020.14.1.1,Gram negative,33.0
2496758,Pseudomonadota,Phyllobacteriaceae,Mesorhizobium sp. M2A.F.Ca.ET.015.02.1.1,Gram negative,33.0
2496753,Pseudomonadota,Phyllobacteriaceae,Mesorhizobium sp. M1A.F.Ca.ET.072.01.1.1,Gram negative,33.0
2496741,Pseudomonadota,Phyllobacteriaceae,Mesorhizobium sp. M7A.F.Ca.US.011.01.1.1,Gram negative,33.0
2496734,Pseudomonadota,Phyllobacteriaceae,Mesorhizobium sp. M7A.F.Ca.CA.002.11.2.1,Gram negative,33.0
2496754,Pseudomonadota,Phyllobacteriaceae,Mesorhizobium sp. M4A.F.Ca.ET.050.02.1.1,Gram negative,33.0
2496737,Pseudomonadota,Phyllobacteriaceae,Mesorhizobium sp. M7A.F.Ca.US.005.03.2.1,Gram negative,33.0
2496727,Pseudomonadota,Phyllobacteriaceae,Mesorhizobium sp. M7A.F.Ca.US.001.04.2.1,Gram negative,33.0
2496718,Pseudomonadota,Phyllobacteriaceae,Mesorhizobium sp. M7A.F.Ca.CA.001.09.1.1,Gram negative,33.0
2496707,Pseudomonadota,Phyllobacteriaceae,Mesorhizobium sp. M7A.F.Ca.US.006.01.1.1,Gram negative,33.0
2496706,Pseudomonadota,Phyllobacteriaceae,Mesorhizobium sp. M7A.F.Ca.CA.001.14.1.1,Gram negative,33.0
2496700,Pseudomonadota,Phyllobacteriaceae,Mesorhizobium sp. M7A.F.Ca.US.002.01.1.1,Gram negative,33.0
2496702,Pseudomonadota,Phyllobacteriaceae,Mesorhizobium sp. M7D.F.Ca.US.004.03.1.1,Gram negative,33.0
2496691,Pseudomonadota,Phyllobacteriaceae,Mesorhizobium sp. M7A.F.Ca.CA.001.08.1.1,Gram negative,33.0
2496692,Pseudomonadota,Phyllobacteriaceae,Mesorhizobium sp. M7A.F.Ca.CA.001.08.2.1,Gram negative,33.0
2496696,Pseudomonadota,Phyllobacteriaceae,Mesorhizobium sp. M7A.F.Ca.US.006.04.2.1,Gram negative,33.0
2496685,Pseudomonadota,Phyllobacteriaceae,Mesorhizobium sp. M7A.F.Ca.CA.002.10.1.1,Gram negative,33.0
2496694,Pseudomonadota,Phyllobacteriaceae,Mesorhizobium sp. M7A.F.Ca.CA.004.05.1.1,Gram negative,33.0
2496683,Pseudomonadota,Phyllobacteriaceae,Mesorhizobium sp. M7A.F.Ca.CA.001.16.1.1,Gram negative,33.0
2496680,Pseudomonadota,Phyllobacteriaceae,Mesorhizobium sp. M7A.F.Ca.CA.002.03.2.1,Gram negative,33.0
2496672,Pseudomonadota,Phyllobacteriaceae,Mesorhizobium sp. M7A.F.Ca.AU.002.03.1.1,Gram negative,33.0
2496681,Pseudomonadota,Phyllobacteriaceae,Mesorhizobium sp. M7A.F.Ca.CA.002.04.1.1,Gram negative,33.0
2496673,Pseudomonadota,Phyllobacteriaceae,Mesorhizobium sp. M7A.F.Ca.AU.002.04.1.1,Gram negative,33.0
2496674,Pseudomonadota,Phyllobacteriaceae,Mesorhizobium sp. M7A.F.Ca.AU.002.06.1.1,Gram negative,33.0
2496675,Pseudomonadota,Phyllobacteriaceae,Mesorhizobium sp. M7A.F.Ca.AU.001.01.1.1,Gram negative,11.0
2496671,Pseudomonadota,Phyllobacteriaceae,Mesorhizobium sp. M7A.F.Ca.AU.002.02.1.1,Gram negative,33.0
2496660,Pseudomonadota,Phyllobacteriaceae,Mesorhizobium sp. M2A.F.Ca.ET.046.02.1.1,Gram negative,33.0
2496652,Pseudomonadota,Phyllobacteriaceae,Mesorhizobium sp. M4A.F.Ca.ET.020.02.1.1,Gram negative,33.0
2008318,Pseudomonadota,Sphingomonadaceae,Sphingobium algorifonticola,Gram negative,33.0
1979270,Pseudomonadota,Sphingomonadaceae,Sphingomonas crocodyli,Gram negative,33.0
1979269,Pseudomonadota,Acetobacteraceae,Rhodovarius crocodyli,Gram negative,33.0
1834037,Pseudomonadota,Chromatiaceae,Rheinheimera riviphila,Gram negative,33.0
2486419,Pseudomonadota,Roseobacteraceae,Mesobaculum littorinae,Gram negative,34.0
1278212,Campylobacterota,Arcobacteraceae,Arcobacter suis,Gram negative,33.0
1054033,Campylobacterota,Arcobacteraceae,Arcobacter venerupis,Gram negative,33.0
2506149,Pseudomonadota,Endozoicomonadaceae,Endozoicomonadaceae bacterium GTF-13,Gram negative,33.0
2496662,Pseudomonadota,Phyllobacteriaceae,Mesorhizobium sp. M4B.F.Ca.ET.089.01.1.1,Gram negative,33.0
2503024,Pseudomonadota,Rhizobiaceae,Neorhizobium lilium,Gram negative,33.0
1886,Actinomycetota,Streptomycetaceae,Streptomyces albidoflavus,Gram positive,23.0
2078787,Pseudomonadota,Pseudomonadaceae,Pseudomonas sp. JV551A1,Gram negative,33.0
2078785,Pseudomonadota,Pseudomonadaceae,Pseudomonas sp. JV241A,Gram negative,33.0
2069367,Pseudomonadota,Alcaligenaceae,Achromobacter veterisilvae,Gram negative,33.0
200615,Pseudomonadota,Hyphomicrobiaceae,Rhodoplanes serenus,Gram negative,33.0
1962639,Pseudomonadota,Enterobacteriaceae,Salmonella enterica,Gram negative,33.0
73010,Pseudomonadota,Aeromonadaceae,Aeromonas encheleia,Gram negative,33.0
51161,Pseudomonadota,Pasteurellaceae,Actinobacillus delphinicola,Gram negative,33.0
1709477,Pseudomonadota,Pseudoalteromonadaceae,Pseudoalteromonas sp. R3,Gram negative,33.0
362663,Pseudomonadota,Enterobacteriaceae,Escherichia coli,Gram negative,33.0
669,Pseudomonadota,Vibrionaceae,Vibrio harveyi,Gram negative,33.0
1310165,Pseudomonadota,Burkholderiaceae,Ralstonia pseudosolanacearum,Gram negative,33.0
2487417,Actinomycetota,Streptomycetaceae,Streptomyces sp. WAC02707,Gram positive,23.0
2073078,Pseudomonadota,Pseudomonadaceae,Pseudomonas sp. DTU12.3,Gram negative,33.0
192953,Pseudomonadota,Enterobacteriaceae,Salmonella enterica,Gram negative,33.0
1708203,Pseudomonadota,Chromatiaceae,Rheinheimera sp. BAL341,Gram negative,33.0
1886807,Pseudomonadota,Pseudomonadaceae,Pseudomonas sp. TMW 2.1634,Gram negative,33.0
1302308,Actinomycetota,Nocardiaceae,Rhodococcus sp. P1Y,Gram positive,17.0
1032071,Campylobacterota,Arcobacteraceae,Aliarcobacter cryaerophilus,Gram negative,33.0
2319844,Pseudomonadota,Sphingomonadaceae,Sphingomonas paeninsulae,Gram negative,33.0
2447891,Pseudomonadota,Enterobacteriaceae,Enterobacter sp. R1(2018),Gram negative,33.0
2135632,Pseudomonadota,Comamonadaceae,Acidovorax sp. 93,Gram negative,33.0
1938798,Pseudomonadota,Burkholderiaceae,Paraburkholderia sp. BL17N1,Gram negative,33.0
2135633,Pseudomonadota,Comamonadaceae,Acidovorax sp. 94,Gram negative,33.0
2183912,Actinomycetota,Nocardiopsaceae,Nocardiopsis sp. Huas11,Gram positive,22.0
1120940,Actinomycetota,Thermomonosporaceae,Actinomadura pelletieri,Gram positive,22.0
1938830,Actinomycetota,Streptomycetaceae,Streptomyces sp. 1114.5,Gram positive,22.0
1938810,Pseudomonadota,Burkholderiaceae,Paraburkholderia sp. RAU2J,Gram negative,33.0
1349822,Bacteroidota,Barnesiellaceae,Coprobacter fastidiosus,Gram negative,28.0
2116686,Pseudomonadota,Burkholderiaceae,Burkholderia sp. Nafp2,Gram negative,33.0
2293116,Bacteroidota,Tannerellaceae,Parabacteroides sp. AF27-14,Gram negative,27.0
2293114,Bacteroidota,Tannerellaceae,Parabacteroides sp. AF19-14,Gram negative,27.0
2293123,Bacteroidota,Tannerellaceae,Parabacteroides sp. OF01-14,Gram negative,27.0
2293113,Bacteroidota,Tannerellaceae,Parabacteroides sp. AF17-3,Gram negative,27.0
2293124,Bacteroidota,Tannerellaceae,Parabacteroides sp. OF04-13BH,Gram negative,27.0
2293122,Bacteroidota,Tannerellaceae,Parabacteroides sp. AM44-16,Gram negative,27.0
2293117,Bacteroidota,Tannerellaceae,Parabacteroides sp. AF39-10AC,Gram negative,27.0
1872471,Bacteroidota,Prevotellaceae,Alloprevotella sp.,Gram negative,27.0
205,Campylobacterota,Campylobacteraceae,Campylobacter sp.,Gram negative,33.0
1720,Actinomycetota,Corynebacteriaceae,Corynebacterium sp.,Gram positive,17.0
2135637,Pseudomonadota,Comamonadaceae,Acidovorax sp. 106,Gram negative,33.0
2500177,Actinomycetota,Streptomycetaceae,Streptomyces sp. Z26,Gram positive,23.0
68175,Actinomycetota,Streptomycetaceae,Streptomyces antimycoticus,Gram positive,23.0
2291966,Bacillota,Listeriaceae,Listeria monocytogenes,Gram positive,14.0
1943571,Pseudomonadota,Comamonadaceae,Acidovorax sp. NB1,Gram negative,33.0
1173427,Pseudomonadota,Enterobacteriaceae,Salmonella enterica,Gram negative,33.0
1241836,Pseudomonadota,Erwiniaceae,Buchnera aphidicola,Gram negative,30.0
1241832,Pseudomonadota,Erwiniaceae,Buchnera aphidicola,Gram negative,30.0
557993,Pseudomonadota,Erwiniaceae,Buchnera aphidicola,Gram negative,30.0
1241859,Pseudomonadota,Erwiniaceae,Buchnera aphidicola,Gram negative,30.0
2315801,Pseudomonadota,Erwiniaceae,Buchnera aphidicola,Gram negative,30.0
1241860,Pseudomonadota,Erwiniaceae,Buchnera aphidicola,Gram negative,30.0
571428,Pseudomonadota,Erwiniaceae,Buchnera aphidicola,Gram negative,30.0
118103,Pseudomonadota,Erwiniaceae,Buchnera aphidicola,Gram negative,30.0
160699,Pseudomonadota,Rhizobiaceae,Agrobacterium larrymoorei,Gram negative,33.0
1220595,Bacillota,Bacillaceae,Geobacillus kaustophilus,Gram positive,13.0
1325724,Pseudomonadota,Caulobacteraceae,Brevundimonas vancanneytii,Gram negative,29.0
2563088,Pseudomonadota,Enterobacteriaceae,Buttiauxella sp. A111,Gram negative,33.0
2480798,Pseudomonadota,Alteromonadaceae,Alteromonas sp. KUL49,Gram negative,33.0
1892855,Pseudomonadota,Sphingosinicellaceae,Sphingosinicella sp. BN140058,Gram negative,33.0
2082387,Pseudomonadota,Phyllobacteriaceae,Mesorhizobium sp. Pch-S,Gram negative,33.0
2082386,Pseudomonadota,Sphaerotilaceae,Methylibium sp. Pch-M,Gram negative,33.0
59932,Cyanobacteriota,Synechococcaceae,Synechococcus sp. WH 8101,Gram negative,15.0
1390185,Pseudomonadota,Pseudoalteromonadaceae,Pseudoalteromonas sp. DL-6,Gram negative,33.0
1590041,Pseudomonadota,Chromobacteriaceae,Aquitalea sp. USM4,Gram negative,33.0
2545632,Pseudomonadota,Chromatiaceae,Rheinheimera sp. D18,Gram negative,33.0
2547598,Pseudomonadota,Marinobacteraceae,Marinobacter sp. JH2,Gram negative,33.0
1523415,Pseudomonadota,Sphingomonadaceae,Sphingomonas sp. AAP5,Gram negative,33.0
75294,Actinomycetota,Pseudonocardiaceae,Saccharomonospora xinjiangensis,Gram positive,17.0
2420135,Actinomycetota,Streptomycetaceae,Streptomyces sp. S501,Gram positive,23.0
644,Pseudomonadota,Aeromonadaceae,Aeromonas hydrophila,Gram negative,33.0
2562449,Pseudomonadota,Enterobacteriaceae,Citrobacter tructae,Gram negative,33.0
