taxid,family,genus_species,helix_5_occupancy_75_max,amr_fullname,amr_phylum,amr_family,amr_pathogenicity,amr_gram_status
>71657,Pectobacteriaceae,Lonsdalea quercina,46,Lonsdalea quercina,Pseudomonadota,Pectobacteriaceae,Non-pathogenic,Gram-negative
>1853278,Neisseriaceae,Neisseria chenwenguii,46,Neisseria chenwenguii,Pseudomonadota,Neisseriaceae,Potentially pathogenic,Gram-negative
>2691583,Pectobacteriaceae,Acerihabitans arboris,47,Acerihabitans arboris,Pseudomonadota,Pectobacteriaceae,Non-pathogenic,Gram-negative
>221992,Burkholderiaceae,Cupriavidus numazuensis,46,Cupriavidus numazuensis,Pseudomonadota,Burkholderiaceae,Potentially pathogenic,Gram-negative
>658167,Alcaligenaceae,Candidimonas bauzanensis,47,Candidimonas bauzanensis,Pseudomonadota,Alcaligenaceae,Non-pathogenic,Gram-negative
>2742824,Sphaerotilaceae,Schlegelella koreensis,47,Sphingomonas koreensis,Pseudomonadota,Sphingomonadaceae,Pathogenic,Gram-negative
>1743162,Burkholderiaceae,Polynucleobacter antarcticus,47,Polynucleobacter antarcticus,Pseudomonadota,Burkholderiaceae,Non-pathogenic,Gram-negative
>2899544,Enterobacteriaceae,Intestinirhabdus alba,47,Intestinirhabdus alba,Pseudomonadota,Enterobacteriaceae,Non-pathogenic,Gram-negative
>47960,Thioalkalibacteraceae,Guyparkeria halophila,47,Guyparkeria halophila,Pseudomonadota,Thioalkalibacteraceae,Non-pathogenic,Gram-negative
>1465635,Erwiniaceae,Pantoea coffeiphila,46,Pantoea coffeiphila,Pseudomonadota,Erwiniaceae,Potentially pathogenic,Gram-negative
>287,Pseudomonadaceae,Pseudomonas aeruginosa,50,Pseudomonas aeruginosa,Pseudomonadota,Pseudomonadaceae,Pathogenic,Gram-negative
>68334,Erwiniaceae,Erwinia aphidicola,46,Erwinia aphidicola,Pseudomonadota,Erwiniaceae,Potentially pathogenic,Gram-negative
>984307,Burkholderiaceae,Paraburkholderia kururiensis,47,Paraburkholderia kururiensis,Pseudomonadota,Burkholderiaceae,Potentially pathogenic,Gram-negative
>615,Yersiniaceae,Serratia marcescens,47,Serratia marcescens,Pseudomonadota,Yersiniaceae,Pathogenic,Gram-negative
>92490,Erwiniaceae,Erwinia toletana,47,Erwinia toletana,Pseudomonadota,Erwiniaceae,Potentially pathogenic,Gram-negative
>861865,Sphingomonadaceae,Sphingomonas laterariae,45,Sphingomonas laterariae,Pseudomonadota,Sphingomonadaceae,Potentially pathogenic,Gram-negative
>74033,Roseobacteraceae,Antarctobacter heliothermus,45,Antarctobacter heliothermus,Pseudomonadota,Rhodobacteraceae,Non-pathogenic,Gram-negative
>28254,Oceanospirillaceae,Marinomonas communis,47,Marinomonas communis,Pseudomonadota,Oceanospirillaceae,Non-pathogenic,Gram-negative
>420999,Paracoccaceae,Yoonia maricola,45,Yoonia maricola,Pseudomonadota,Rhodobacteraceae,Non-pathogenic,Gram-negative
>1462994,Burkholderiaceae,Cupriavidus yeoncheonensis,46,Cupriavidus yeoncheonensis,Pseudomonadota,Burkholderiaceae,Potentially pathogenic,Gram-negative
>167645,Rhodocyclaceae,Propionivibrio limicola,48,Propionivibrio limicola,Pseudomonadota,Rhodocyclaceae,Non-pathogenic,Gram-negative
>29422,Legionellaceae,Legionella brunensis,49,Legionella brunensis,Pseudomonadota,Legionellaceae,Potentially pathogenic,Gram-negative
>573,Enterobacteriaceae,Klebsiella pneumoniae,47,Klebsiella pneumoniae,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>2707176,Sphaerotilaceae,Ideonella livida,47,Ideonella livida,Pseudomonadota,Comamonadaceae,Non-pathogenic,Gram-negative
>67826,Enterobacteriaceae,Citrobacter sedlakii,47,Citrobacter sedlakii,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>2926521,Enterobacteriaceae,Scandinavium tedordense,47,Scandinavium goeteborgense,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>415849,Sinobacteraceae,Solimonas flava,47,Solimonas flava,Pseudomonadota,Nevskiaceae,Non-pathogenic,Gram-negative
>1851514,Enterobacteriaceae,Scandinavium goeteborgense,47,Scandinavium goeteborgense,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>360316,Crenotrichaceae,Crenothrix polyspora,47,Crenothrix polyspora,Bacteroidota,Crenotrichaceae,Non-pathogenic,Gram-negative
>2913213,Enterobacteriaceae,Enterobacter cloacae complex sp. ECC445,47,Enterobacter cloacae complex,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>230105,Piscirickettsiaceae,Methylophaga aminisulfidivorans,47,Methylophaga aminisulfidivorans,Pseudomonadota,Piscirickettsiaceae,Non-pathogenic,Gram-negative
>576611,Burkholderiaceae,Polynucleobacter asymbioticus,47,Polynucleobacter asymbioticus,Pseudomonadota,Burkholderiaceae,Non-pathogenic,Gram-negative
>151783,Burkholderiaceae,Cupriavidus campinensis,47,Cupriavidus campinensis,Pseudomonadota,Burkholderiaceae,Potentially pathogenic,Gram-negative
>40324,Xanthomonadaceae,Stenotrophomonas maltophilia,47,Stenotrophomonas maltophilia,Pseudomonadota,Lysobacteraceae,Pathogenic,Gram-negative
>148454,Oceanospirillaceae,Marinospirillum alkaliphilum,51,Marinospirillum alkaliphilum,Pseudomonadota,Oceanospirillaceae,Non-pathogenic,Gram-negative
>1778671,Burkholderiaceae,Limnobacter humi,47,Limnobacter humi,Pseudomonadota,Burkholderiaceae,Non-pathogenic,Gram-negative
>47917,Yersiniaceae,Serratia fonticola,47,Serratia fonticola,Pseudomonadota,Yersiniaceae,Pathogenic,Gram-negative
>615,Yersiniaceae,Serratia marcescens,47,Serratia marcescens,Pseudomonadota,Yersiniaceae,Pathogenic,Gram-negative
>450365,Fam_of_Aquabacterium,Aquabacterium fontiphilum,47,Aquabacterium fontiphilum,Pseudomonadota,Comamonadaceae,Non-pathogenic,Gram-negative
>40324,Xanthomonadaceae,Stenotrophomonas maltophilia,47,Stenotrophomonas maltophilia,Pseudomonadota,Lysobacteraceae,Pathogenic,Gram-negative
>2707351,Wenzhouxiangellaceae,Wenzhouxiangella limi,47,Wenzhouxiangella limi,Pseudomonadota,Wenzhouxiangellaceae,Non-pathogenic,Gram-negative
>1233,Nitrosomonadaceae,Nitrosovibrio tenuis,47,(unknown name),(unknown phylum),(unknown family),Unknown,NA
>2488306,Enterobacteriaceae,Pseudocitrobacter vendiensis,47,Pseudocitrobacter vendiensis,Pseudomonadota,Enterobacteriaceae,Non-pathogenic,Gram-negative
>2735675,Microbulbiferaceae,Microbulbifer hainanensis,50,Microbulbifer hainanensis,Pseudomonadota,Microbulbiferaceae,Non-pathogenic,Gram-negative
>1755099,Enterobacteriaceae,Pseudenterobacter timonensis,47,(unknown name),(unknown phylum),(unknown family),Unknown,NA
>529704,Rhodanobacteraceae,Frateuria terrea,47,Frateuria terrea,Pseudomonadota,Rhodanobacteraceae,Non-pathogenic,Gram-negative
>337,Burkholderiaceae,Burkholderia glumae,47,Burkholderia glumae,Pseudomonadota,Burkholderiaceae,Potentially pathogenic,Gram-negative
>54736,Enterobacteriaceae,Salmonella bongori,47,Salmonella bongori,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>615,Yersiniaceae,Serratia marcescens,47,Serratia marcescens,Pseudomonadota,Yersiniaceae,Pathogenic,Gram-negative
>1267769,Paracoccaceae,Allosediminivita pacifica,45,Allosediminivita pacifica,Pseudomonadota,Rhodobacteraceae,Non-pathogenic,Gram-negative
>216778,Xanthomonadaceae,Stenotrophomonas rhizophila,47,Stenotrophomonas rhizophila,Pseudomonadota,Lysobacteraceae,Potentially pathogenic,Gram-negative
>546,Enterobacteriaceae,Citrobacter freundii,47,Citrobacter freundii,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>1860102,Fam_of_Candidatus/1-217 Accumulibacter,Candidatus Accumulibacter aalborgensis,47,(unknown name),(unknown phylum),(unknown family),Unknown,NA
>2282381,Rhodanobacteraceae,Dyella tabacisoli,47,Dyella tabacisoli,Pseudomonadota,Rhodanobacteraceae,Potentially pathogenic,Gram-negative
>985012,Xanthomonadaceae,Luteimonas cucumeris,47,Luteimonas cucumeris,Pseudomonadota,Lysobacteraceae,Non-pathogenic,Gram-negative
>1398493,Enterobacteriaceae,Pseudocitrobacter faecalis,47,Pseudocitrobacter faecalis,Pseudomonadota,Enterobacteriaceae,Non-pathogenic,Gram-negative
>421,Methylococcaceae,Methylomonas methanica,45,Methylomonas methanica,Pseudomonadota,Methylococcaceae,Non-pathogenic,Gram-negative
>472582,Ignatzschineriaceae,Ignatzschineria ureiclastica,47,Ignatzschineria ureiclastica,Pseudomonadota,,Potentially pathogenic,Gram-negative
>561184,Roseobacteraceae,Mameliella alba,45,Mameliella alba,Pseudomonadota,Rhodobacteraceae,Non-pathogenic,Gram-negative
>1543721,Fam_of_Sedimenticola,Sedimenticola thiotaurini,47,Sedimenticola thiotaurini,Pseudomonadota,,Non-pathogenic,Gram-negative
>67824,Enterobacteriaceae,Citrobacter farmeri,47,Citrobacter farmeri,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>1343159,Paracoccaceae,Limimaricola soesokkakensis,45,Limimaricola soesokkakensis,Pseudomonadota,Rhodobacteraceae,Non-pathogenic,Gram-negative
>615,Yersiniaceae,Serratia marcescens,47,Serratia marcescens,Pseudomonadota,Yersiniaceae,Pathogenic,Gram-negative
>450364,Xanthomonadaceae,Luteimonas aquatica,46,Luteimonas aquatica,Pseudomonadota,Lysobacteraceae,Non-pathogenic,Gram-negative
>615,Yersiniaceae,Serratia marcescens,47,Serratia marcescens,Pseudomonadota,Yersiniaceae,Pathogenic,Gram-negative
>155197,Rhodanobacteraceae,Fulvimonas soli,47,Fulvimonas soli,Pseudomonadota,Rhodanobacteraceae,Non-pathogenic,Gram-negative
>2926467,Enterobacteriaceae,Leclercia tamurae,47,Leclercia adecarboxylata,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>2708539,Caulobacteraceae,Caulobacter soli,41,Caulobacter soli,Pseudomonadota,Caulobacteraceae,Non-pathogenic,Gram-negative
>1005667,Enterobacteriaceae,Kosakonia oryziphila,46,Kosakonia oryziphila,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>546,Enterobacteriaceae,Citrobacter freundii,47,Citrobacter freundii,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>365339,Chromatiaceae,Marichromatium bheemlicum,47,Marichromatium bheemlicum,Pseudomonadota,Chromatiaceae,Non-pathogenic,Gram-negative
>119864,Oceanospirillaceae,Marinomonas mediterranea,47,Marinomonas mediterranea,Pseudomonadota,Oceanospirillaceae,Non-pathogenic,Gram-negative
>857265,Neisseriaceae,Amantichitinum ursilacus,47,Amantichitinum ursilacus,Pseudomonadota,Neisseriaceae,Non-pathogenic,Gram-negative
>2233774,Paracoccaceae,Paracoccus endophyticus,45,Paracoccus endophyticus,Pseudomonadota,Rhodobacteraceae,Potentially pathogenic,Gram-negative
>92947,Roseobacteraceae,Ketogulonicigenium robustum,45,Ketogulonicigenium robustum,Pseudomonadota,Rhodobacteraceae,Non-pathogenic,Gram-negative
>28901,Enterobacteriaceae,Salmonella enterica,47,Salmonella enterica,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>326475,Burkholderiaceae,Caballeronia telluris,47,Caballeronia telluris,Pseudomonadota,Burkholderiaceae,Non-pathogenic,Gram-negative
>380911,Alcaligenaceae,Parapusillimonas granuli,47,Parapusillimonas granuli,Pseudomonadota,Alcaligenaceae,Non-pathogenic,Gram-negative
>863227,Burkholderiaceae,Trinickia symbiotica,47,Trinickia symbiotica,Pseudomonadota,Burkholderiaceae,Non-pathogenic,Gram-negative
>61646,Enterobacteriaceae,Lelliottia amnigena,46,Lelliottia amnigena,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>326476,Burkholderiaceae,Caballeronia choica,47,Caballeronia choica,Pseudomonadota,Burkholderiaceae,Non-pathogenic,Gram-negative
>52442,Nitrosomonadaceae,Nitrosomonas nitrosa,47,Nitrosomonas nitrosa,Pseudomonadota,Nitrosomonadaceae,Non-pathogenic,Gram-negative
>1196095,Orbaceae,Gilliamella apicola,46,Gilliamella apicola,Pseudomonadota,Orbaceae,Non-pathogenic,Gram-negative
>73141,Chromatiaceae,Thiocystis violascens,47,Thiocystis violascens,Pseudomonadota,Chromatiaceae,Non-pathogenic,Gram-negative
>1226301,Burkholderiaceae,Caballeronia terrestris,47,Caballeronia terrestris,Pseudomonadota,Burkholderiaceae,Non-pathogenic,Gram-negative
>1082703,Pectobacteriaceae,Lonsdalea iberica,46,Lonsdalea iberica,Pseudomonadota,Pectobacteriaceae,Non-pathogenic,Gram-negative
>54291,Enterobacteriaceae,Raoultella ornithinolytica,47,Raoultella ornithinolytica,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>1918948,Fam_sulfur-oxidizing/1-216 symbionts,Solemya velesiana gill symbiont,47,(unknown name),(unknown phylum),(unknown family),Unknown,NA
>336292,Paracoccaceae,Paracoccus tibetensis,45,Paracoccus tibetensis,Pseudomonadota,Rhodobacteraceae,Potentially pathogenic,Gram-negative
>2872639,Xanthomonadaceae,Lysobacter selenitireducens,47,Lysobacter selenitireducens,Pseudomonadota,Lysobacteraceae,Non-pathogenic,Gram-negative
>2250708,Paracoccaceae,Pseudogemmobacter bohemicus,45,Pseudogemmobacter bohemicus,Pseudomonadota,Rhodobacteraceae,Non-pathogenic,Gram-negative
>1173101,Methylococcaceae,Methylomonas paludis,47,Methylomonas paludis,Pseudomonadota,Methylococcaceae,Non-pathogenic,Gram-negative
>254246,Coxiellaceae,Aquicella lusitana,49,Aquicella lusitana,Pseudomonadota,Coxiellaceae,Non-pathogenic,Gram-negative
>55211,Erwiniaceae,Erwinia persicina,47,Erwinia persicina,Pseudomonadota,Erwiniaceae,Potentially pathogenic,Gram-negative
>758825,Oxalobacteraceae,Rugamonas rubra,47,Rugamonas rubra,Pseudomonadota,Pseudomonadaceae,Non-pathogenic,Gram-negative
>2559601,Xanthomonadaceae,Luteimonas lumbrici,47,Luteimonas lumbrici,Pseudomonadota,Lysobacteraceae,Non-pathogenic,Gram-negative
>391953,Sphaerotilaceae,Aquincola tertiaricarbonis,47,Aquincola tertiaricarbonis,Pseudomonadota,,Non-pathogenic,Gram-negative
>326474,Burkholderiaceae,Caballeronia humi,47,Caballeronia humi,Pseudomonadota,Burkholderiaceae,Non-pathogenic,Gram-negative
>106590,Burkholderiaceae,Cupriavidus necator,47,Cupriavidus necator,Pseudomonadota,Burkholderiaceae,Potentially pathogenic,Gram-negative
>2497875,Enterobacteriaceae,Enterobacter chuandaensis,47,Enterobacter chuandaensis,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>2045451,Xanthomonadaceae,Stenotrophomonas indicatrix,47,Stenotrophomonas indicatrix,Pseudomonadota,Lysobacteraceae,Potentially pathogenic,Gram-negative
>585455,Fam_Chromatiales/1-216 incertae sedis,Thiohalobacter thiocyanaticus,47,Thiohalobacter thiocyanaticus,Pseudomonadota,,Non-pathogenic,Gram-negative
>1398493,Enterobacteriaceae,Pseudocitrobacter faecalis,47,Pseudocitrobacter faecalis,Pseudomonadota,Enterobacteriaceae,Non-pathogenic,Gram-negative
>1176240,Halomonadaceae,Halomonas zhaodongensis,51,Halomonas zhaodongensis,Pseudomonadota,Halomonadaceae,Potentially pathogenic,Gram-negative
>546,Enterobacteriaceae,Citrobacter freundii,47,Citrobacter freundii,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>157910,Burkholderiaceae,Paraburkholderia tuberum,47,Paraburkholderia tuberum,Pseudomonadota,Burkholderiaceae,Potentially pathogenic,Gram-negative
>86179,Halomonadaceae,Chromohalobacter beijerinckii,51,Chromohalobacter beijerinckii,Pseudomonadota,Halomonadaceae,Non-pathogenic,Gram-negative
>231455,Rhodanobacteraceae,Dyella japonica,47,Dyella japonica,Pseudomonadota,Rhodanobacteraceae,Potentially pathogenic,Gram-negative
>1446479,Xanthomonadaceae,Arenimonas maotaiensis,47,Arenimonas maotaiensis,Pseudomonadota,Lysobacteraceae,Non-pathogenic,Gram-negative
>2589817,Oceanospirillaceae,Maribrevibacterium harenarium,47,Maribrevibacterium harenarium,Pseudomonadota,Oceanospirillaceae,Non-pathogenic,Gram-negative
>2338073,Yersiniaceae,Serratia inhibens,47,Serratia inhibens,Pseudomonadota,Yersiniaceae,Potentially pathogenic,Gram-negative
>90242,Neisseriaceae,Neisseria iguanae,46,Neisseria iguanae,Pseudomonadota,Neisseriaceae,Potentially pathogenic,Gram-negative
>441103,Roseobacteraceae,Tropicibacter naphthalenivorans,45,Tropicibacter naphthalenivorans,Pseudomonadota,Rhodobacteraceae,Non-pathogenic,Gram-negative
>347483,Rhodanobacteraceae,Rhodanobacter spathiphylli,47,Rhodanobacter spathiphylli,Pseudomonadota,Rhodanobacteraceae,Potentially pathogenic,Gram-negative
>1348472,Alcaligenaceae,Pusillimonas caeni,47,Pusillimonas caeni,Bacillota,Oscillospiraceae,Non-pathogenic,Gram-positive
>1193620,Rhodocyclaceae,Niveibacterium umoris,47,Niveibacterium umoris,Pseudomonadota,Rhodocyclaceae,Non-pathogenic,Gram-negative
>546,Enterobacteriaceae,Citrobacter freundii,47,Citrobacter freundii,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>55211,Erwiniaceae,Erwinia persicina,46,Erwinia persicina,Pseudomonadota,Erwiniaceae,Potentially pathogenic,Gram-negative
>2571748,Burkholderiaceae,Paraburkholderia acidisoli,47,Paraburkholderia acidisoli,Pseudomonadota,Burkholderiaceae,Potentially pathogenic,Gram-negative
>1189126,Burkholderiaceae,Paraburkholderia eburnea,47,Paraburkholderia eburnea,Pseudomonadota,Burkholderiaceae,Potentially pathogenic,Gram-negative
>546,Enterobacteriaceae,Citrobacter freundii,47,Citrobacter freundii,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>424902,Chromatiaceae,Thiohalocapsa marina,47,Thiohalocapsa marina,Pseudomonadota,Chromatiaceae,Non-pathogenic,Gram-negative
>40324,Xanthomonadaceae,Stenotrophomonas maltophilia,47,Stenotrophomonas maltophilia,Pseudomonadota,Lysobacteraceae,Pathogenic,Gram-negative
>164546,Burkholderiaceae,Cupriavidus taiwanensis,47,Cupriavidus taiwanensis,Pseudomonadota,Burkholderiaceae,Potentially pathogenic,Gram-negative
>546,Enterobacteriaceae,Citrobacter freundii,47,Citrobacter freundii,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>2838947,Enterobacteriaceae,Enterobacter quasimori,47,Enterobacter quasimori,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>2774408,Oceanospirillaceae,Marinomonas colpomeniae,47,Marinomonas colpomeniae,Pseudomonadota,Oceanospirillaceae,Non-pathogenic,Gram-negative
>548,Enterobacteriaceae,Klebsiella aerogenes,47,Klebsiella aerogenes,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>546,Enterobacteriaceae,Citrobacter freundii,47,Citrobacter freundii,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>151654,Burkholderiaceae,Cupriavidus laharis,46,Cupriavidus laharis,Pseudomonadota,Burkholderiaceae,Potentially pathogenic,Gram-negative
>304,Comamonadaceae,Pelomonas saccharophila,49,Pelomonas saccharophila,Pseudomonadota,Comamonadaceae,Non-pathogenic,Gram-negative
>61651,Yersiniaceae,Serratia ficaria,47,Serratia ficaria,Pseudomonadota,Yersiniaceae,Pathogenic,Gram-negative
>2576840,Microbulbiferaceae,Microbulbifer harenosus,50,Microbulbifer harenosus,Pseudomonadota,Microbulbiferaceae,Non-pathogenic,Gram-negative
>406020,Piscirickettsiaceae,Thiomicrospira microaerophila,45,Thiomicrospira microaerophila,Pseudomonadota,Piscirickettsiaceae,Non-pathogenic,Gram-negative
>299767,Enterobacteriaceae,Enterobacter ludwigii,47,Enterobacter ludwigii,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>223900,Halomonadaceae,Chromohalobacter japonicus,51,Chromohalobacter japonicus,Pseudomonadota,Halomonadaceae,Non-pathogenic,Gram-negative
>376489,Halomonadaceae,Halotalea alkalilenta,51,Halotalea alkalilenta,Pseudomonadota,Halomonadaceae,Non-pathogenic,Gram-negative
>106590,Burkholderiaceae,Cupriavidus necator,47,Cupriavidus necator,Pseudomonadota,Burkholderiaceae,Potentially pathogenic,Gram-negative
>61646,Enterobacteriaceae,Lelliottia amnigena,46,Lelliottia amnigena,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>2732487,Usitatibacteraceae,Usitatibacter palustris,47,Usitatibacter palustris,Pseudomonadota,Usitatibacteraceae,Non-pathogenic,Gram-negative
>589554,Chromatiaceae,Candidatus Thiosymbion oneisti,47,(unknown name),(unknown phylum),(unknown family),Unknown,NA
>576610,Burkholderiaceae,Polynucleobacter necessarius,47,Polynucleobacter necessarius,Pseudomonadota,Burkholderiaceae,Non-pathogenic,Gram-negative
>546,Enterobacteriaceae,Citrobacter freundii,47,Citrobacter freundii,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>1855631,Burkholderiaceae,Polynucleobacter parvulilacunae,47,Polynucleobacter parvulilacunae,Pseudomonadota,Burkholderiaceae,Non-pathogenic,Gram-negative
>2152891,Burkholderiaceae,Paraburkholderia bonniea,47,Paraburkholderia bonniea,Pseudomonadota,Burkholderiaceae,Potentially pathogenic,Gram-negative
>1620215,Acidiferrobacteraceae,Sulfuricaulis limicola,47,Sulfuricaulis limicola,Pseudomonadota,Acidiferrobacteraceae,Non-pathogenic,Gram-negative
>615,Yersiniaceae,Serratia marcescens,47,Serratia marcescens,Pseudomonadota,Yersiniaceae,Pathogenic,Gram-negative
>2929842,Rhodocyclaceae,Rhodocyclus gracilis,47,Rhodocyclus gracilis,Pseudomonadota,Rhodocyclaceae,Non-pathogenic,Gram-negative
>576611,Burkholderiaceae,Polynucleobacter asymbioticus,47,Polynucleobacter asymbioticus,Pseudomonadota,Burkholderiaceae,Non-pathogenic,Gram-negative
>82992,Enterobacteriaceae,Buttiauxella noackiae,47,Buttiauxella noackiae,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
